"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"03/13/2015","11:39:30","","http://www.sony.co.uk/?perf=13Mar1500pmsl_hp","7329","540","","55507","2639776","29","46","97","86","8","1","0","2","0","4693","","","","10929","","","","","0","","","2","0","7329","","","1","71","88","-1","100","-1","98","-1","-1","100","27557","2524327","10","23","61","59","1","1","0","0","98","","","-1","","","","567","200","1447554","0","","","576483","11329","0","1","","897","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","890","7270","7686","2564","2827","10494","Google Chrome","41.0.2272.89","1","45","Akamai","0","6","0","5455",
"03/13/2015","11:39:49","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1500pmsl_cp","4200","96","","38498","966878","4","9","56","49","3","2","0","2","0","2988","","","","8276","","","","","0","","","2","0","4200","","","1","74","92","-1","97","-1","100","-1","-1","100","6945","177112","1","2","8","7","1","0","0","0","97","","","-1","","","","131","200","186029","4678","","","372703","10333","0","1","","1235","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","285","4095","4475","3861","4094","8187","Google Chrome","41.0.2272.89","1","41","Akamai","0","6","0","5455",
"03/13/2015","11:40:05","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1500pmsl_gp","7349","191","","48860","2217605","1","6","52","44","3","2","0","3","0","4291","","","","15933","","","","","0","","","2","0","7349","","","1","72","94","-1","100","-1","100","-1","-1","100","22108","691925","1","4","20","18","0","2","0","0","96","","","-1","","","","243","200","198021","0","","","36620","1367","0","1","","1831","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","689","7285","7911","4350","4552","7195","Google Chrome","41.0.2272.89","1","41","Akamai","0","6","0","5455",
"03/13/2015","11:40:31","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1500pmsl_pp","5848","94","","45604","2190403","11","13","54","46","3","3","0","2","0","2389","","","","10422","","","","","0","","","2","0","5848","","","1","65","93","-1","100","-1","100","-1","-1","100","21391","1623831","4","4","30","28","0","2","0","0","98","","","-1","","","","141","200","670547","0","","","143205","1919","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","1286","5801","7443","2182","2431","9191","Google Chrome","41.0.2272.89","1","41","Akamai","0","6","0","5455",
"03/13/2015","11:40:49","","http://www.sony.co.uk/?perf=13Mar1500pmsl_hp","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","","","229","","","","","0","","","2","0","0","","","1","-1","-1","-1","-1","-1","-1","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","0","0","0","0","","","0","0","0","1","","0","","","0","0","0","0","0","0","Google Chrome","41.0.2272.89","0","","","0","6","0","5455",
"03/13/2015","11:40:58","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1500pmsl_cp","1774","873","","18695","10600","4","2","18","12","2","2","0","3","0","985","","","","3780","","","","","0","","","2","0","1774","","","1","0","0","-1","100","-1","100","-1","-1","100","6487","3144","2","1","6","5","0","0","0","0","-1","","","-1","","","","873","200","2741","0","","","0","0","0","1","","1249","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","482","1481","1771","1349","1481","4085","Google Chrome","41.0.2272.89","12","40","","0","6","0","5455",
"03/13/2015","11:41:10","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1500pmsl_gp","4792","758","","32790","48580","3","5","26","17","4","2","0","6","0","750","","","","6634","","","","","0","","","2","0","4792","","","1","11","50","-1","100","-1","100","-1","-1","100","11941","7182","0","2","20","12","3","2","0","0","-1","","","-1","","","","758","200","4590","0","","","0","0","0","1","","1869","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","247","5063","5957","2963","3153","6250","Google Chrome","41.0.2272.89","12","40","","0","6","0","5455",
"03/13/2015","11:41:27","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1500pmsl_pp","0","0","","1136","282","0","0","0","0","0","0","0","0","0","0","","","","204","","","","","0","","","2","0","0","","","1","-1","-1","-1","-1","-1","-1","-1","-1","100","1136","282","0","0","0","0","0","0","0","0","-1","","","-1","","","","0","0","0","0","","","0","0","0","1","","1652","","","0","0","0","3300","3566","0","Google Chrome","41.0.2272.89","0","","","0","6","0","5455",
"03/13/2015","11:48:11","","http://www.sony.co.uk/?perf=13Mar1500pmsl_hp","8381","965","","54358","2638720","29","45","96","85","8","1","0","2","0","4293","","","","11620","","","","","0","","","2","0","8381","","","1","71","88","-1","100","-1","98","-1","-1","100","27555","2550362","10","22","61","59","1","1","0","0","98","","","-1","","","","993","200","1446616","0","","","576483","11329","0","1","","896","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","1291","8168","8557","3361","3676","10893","Google Chrome","41.0.2272.89","1","42","Akamai","0","7","0","5093",
"03/13/2015","11:48:30","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1500pmsl_cp","3340","942","","40782","966906","4","7","57","49","3","2","0","3","99999","2090","","","","7570","","","","","0","","","2","0","3340","","","1","74","92","-1","97","-1","100","-1","-1","100","6947","177131","1","2","8","7","1","0","0","0","97","","","-1","","","","1045","200","186034","4678","","","372703","10333","0","1","","1235","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","1087","3309","3719","3134","3309","7291","Google Chrome","41.0.2272.89","1","42","Akamai","0","7","0","5093",
"03/13/2015","11:48:45","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1500pmsl_gp","6648","2183","","47593","2211891","0","4","50","43","3","2","0","2","0","4293","","","","10203","","","","","0","","","2","0","6648","","","1","70","93","-1","100","-1","100","-1","-1","100","21697","686515","0","2","19","17","0","2","0","0","96","","","-1","","","","2339","200","192594","0","","","36620","1367","0","1","","1829","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","2490","6574","7236","3972","4265","6893","Google Chrome","41.0.2272.89","1","42","Akamai","0","7","0","5093",
"03/13/2015","11:49:02","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1500pmsl_pp","8613","90","","44761","2183578","8","14","54","46","3","3","0","2","0","4590","","","","12043","","","","","0","","","2","0","8613","","","1","67","93","-1","100","-1","100","-1","-1","100","21077","898174","2","4","30","28","0","2","0","0","98","","","-1","","","","135","200","670573","0","","","143205","1919","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","487","8537","9206","4257","4465","10490","Google Chrome","41.0.2272.89","1","42","Akamai","0","7","0","5093",
"03/13/2015","11:49:25","","http://www.sony.co.uk/?perf=13Mar1500pmsl_hp","4204","2220","","24518","26769","8","5","21","13","4","2","0","2","0","2284","","","","5743","","","","","0","","","2","0","4204","","","1","5","0","-1","100","-1","100","-1","-1","100","10225","4357","2","2","7","4","1","2","0","0","-1","","","-1","","","","2220","200","2975","0","","","0","0","0","1","","894","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","1681","3733","4395","2259","2365","5084","Google Chrome","41.0.2272.89","8","40","","0","7","0","5093",
"03/13/2015","11:49:39","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1500pmsl_cp","1399","770","","18570","10627","2","3","18","12","2","2","0","2","0","888","","","","3540","","","","","0","","","2","0","1399","","","1","0","0","-1","100","-1","100","-1","-1","100","2169","2424","2","2","3","3","0","0","0","0","-1","","","-1","","","","770","200","2801","0","","","0","0","0","1","","1249","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","585","1353","1650","1226","1353","4188","Google Chrome","41.0.2272.89","9","40","","0","7","0","5093",
"03/13/2015","11:49:50","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1500pmsl_gp","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","","","56","","","","","0","","","2","0","0","","","1","-1","-1","-1","-1","-1","-1","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","0","0","0","0","","","0","0","0","1","","0","","","0","0","0","0","0","0","Google Chrome","41.0.2272.89","0","","","0","7","0","5093",
"03/13/2015","11:49:57","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1500pmsl_pp","3313","859","","25360","29964","0","1","23","16","3","2","0","2","0","892","","","","5415","","","","","0","","","2","0","3313","","","1","0","50","-1","100","-1","100","-1","-1","100","6846","3343","0","0","7","4","1","2","0","0","-1","","","-1","","","","859","200","13151","0","","","0","0","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","289","2969","3617","903","1078","4095","Google Chrome","41.0.2272.89","9","40","","0","7","0","5093",
"03/13/2015","11:56:56","","http://www.sony.co.uk/?perf=13Mar1500pmsl_hp","13513","580","","56615","2645165","30","46","99","87","8","1","0","3","0","4094","","","","16641","","","","","0","","","2","0","13513","","","1","70","88","-1","100","-1","98","-1","-1","100","27910","2550192","11","23","62","60","1","1","0","0","98","","","-1","","","","608","200","1452922","0","","","576483","11329","0","1","","899","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","890","13420","13832","3149","3478","16393","Google Chrome","41.0.2272.89","1","43","Akamai","0","8","0","7276",
"03/13/2015","11:57:20","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1500pmsl_cp","3516","103","","11553","180133","2","3","11","9","1","0","0","1","0","1787","","","","3991","","","","","0","","","2","0","3516","","","1","42","75","-1","100","-1","100","-1","-1","100","9111","177913","1","2","8","7","1","0","0","0","-1","","","-1","","","","139","200","175843","0","","","0","0","0","1","","1209","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","484","3448","3886","3105","3297","4887","Google Chrome","41.0.2272.89","1","43","Akamai","0","8","0","7276",
"03/13/2015","11:57:39","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1500pmsl_gp","7258","102","","58030","2247638","3","7","56","48","4","2","0","2","0","1190","","","","11726","","","","","0","","","2","0","7258","","","1","67","94","-1","100","-1","100","-1","-1","100","31281","2203045","0","2","37","35","0","2","0","0","96","","","-1","","","","153","200","192617","0","","","36620","1367","0","1","","1853","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","487","7203","7824","1145","1351","11390","Google Chrome","41.0.2272.89","1","43","Akamai","0","8","0","7276",
"03/13/2015","11:57:58","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1500pmsl_pp","9583","107","","47381","2184802","10","14","55","46","4","3","0","2","0","4887","","","","14663","","","","","0","","","2","0","9583","","","1","66","93","-1","100","-1","100","-1","-1","100","23679","1119555","4","4","31","28","1","2","0","0","98","","","-1","","","","157","200","670545","0","","","143205","1919","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","1884","9466","10078","4913","5115","13587","Google Chrome","41.0.2272.89","1","43","Akamai","0","8","0","7276",
"03/13/2015","11:58:25","","http://www.sony.co.uk/?perf=13Mar1500pmsl_hp","2253","628","","26999","27283","5","5","22","13","4","2","0","3","0","984","","","","3455","","","","","0","","","2","0","2253","","","1","5","0","-1","100","-1","100","-1","-1","100","13560","4598","2","2","8","5","1","2","0","0","-1","","","-1","","","","628","200","2913","0","","","0","0","0","1","","896","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","281","1951","2325","770","885","2785","Google Chrome","41.0.2272.89","8","39","","0","8","0","7276",
"03/13/2015","11:58:35","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1500pmsl_cp","2690","1842","","18904","10582","3","3","18","12","2","2","0","2","0","1889","","","","4531","","","","","0","","","2","0","2690","","","1","0","0","-1","100","-1","100","-1","-1","100","3814","2388","1","1","4","4","0","0","0","0","-1","","","-1","","","","1842","200","2741","0","","","0","0","0","1","","1249","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","1386","2402","2718","2268","2402","5090","Google Chrome","41.0.2272.89","8","39","","0","8","0","7276",
"03/13/2015","11:58:48","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1500pmsl_gp","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","","","58","","","","","0","","","2","0","0","","","1","-1","-1","-1","-1","-1","-1","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","0","0","0","0","","","0","0","0","1","","0","","","0","0","0","0","0","0","Google Chrome","41.0.2272.89","0","","","0","8","0","7276",
"03/13/2015","11:58:58","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1500pmsl_pp","3494","849","","25717","29945","0","1","23","16","3","2","0","2","0","908","","","","5943","","","","","0","","","2","0","3494","","","1","0","50","-1","100","-1","100","-1","-1","100","7880","3298","0","0","6","3","1","2","0","0","-1","","","-1","","","","849","200","13098","0","","","0","0","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","405","3599","4409","1079","1256","3208","Google Chrome","41.0.2272.89","8","39","","0","8","0","7276",
"03/13/2015","12:06:00","","http://www.sony.co.uk/?perf=13Mar1500pmsl_hp","4948","1089","","57858","2487612","29","44","94","83","8","1","0","2","0","5292","","","","13961","","","","","0","","","2","0","4948","","","1","69","87","-1","100","-1","98","-1","-1","100","8997","941729","7","13","22","21","1","0","0","0","97","","","-1","","","","1125","200","1447409","0","","","425395","11329","0","1","","897","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","1389","4878","5359","4269","4749","11792","Google Chrome","41.0.2272.89","1","44","Akamai","0","9","0","4857",
"03/13/2015","12:06:22","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1500pmsl_cp","3053","518","","38552","966882","4","8","56","49","3","2","0","2","0","1491","","","","8594","","","","","0","","","2","0","3053","","","1","74","92","-1","97","-1","100","-1","-1","100","6966","177111","1","2","8","7","1","0","0","0","97","","","-1","","","","642","200","186033","4678","","","372703","10333","0","1","","1235","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","788","2987","3404","2808","2987","7990","Google Chrome","41.0.2272.89","1","43","Akamai","0","9","0","4857",
"03/13/2015","12:06:39","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1500pmsl_gp","4682","1059","","49299","2212354","1","6","52","43","3","2","0","4","0","2150","","","","8123","","","","","0","","","2","0","4682","","","1","72","93","-1","100","-1","100","-1","-1","100","21708","686544","0","4","19","17","0","2","0","0","96","","","-1","","","","1202","200","192641","0","","","36620","1367","0","1","","1829","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","1351","4645","5306","2135","2341","4685","Google Chrome","41.0.2272.89","1","43","Akamai","0","9","0","4857",
"03/13/2015","12:06:55","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1500pmsl_pp","7936","1133","","46232","2189258","8","13","56","47","3","3","0","3","0","4286","","","","12273","","","","","0","","","2","0","7936","","","1","67","93","-1","100","-1","100","-1","-1","100","21485","1216037","3","4","31","29","0","2","0","0","98","","","-1","","","","1182","200","676032","0","","","143205","1919","0","1","","1836","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","1484","7815","8525","4185","4409","10791","Google Chrome","41.0.2272.89","1","43","Akamai","0","9","0","4857",
"03/13/2015","12:07:15","","http://www.sony.co.uk/?perf=13Mar1500pmsl_hp","3842","2624","","22293","16018","7","6","21","13","4","2","0","2","0","2782","","","","5596","","","","","0","","","2","0","3842","","","1","5","0","-1","100","-1","100","-1","-1","100","9889","3618","2","2","6","4","0","2","0","0","-1","","","-1","","","","2624","200","2887","0","","","0","0","0","1","","894","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","2079","3775","4296","2667","2776","4581","Google Chrome","41.0.2272.89","8","39","","0","9","0","4857",
"03/13/2015","12:07:26","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1500pmsl_cp","1421","697","","18699","10603","3","2","18","12","2","2","0","2","0","788","","","","4640","","","","","0","","","2","0","1421","","","1","0","0","-1","100","-1","100","-1","-1","100","2166","2389","2","1","3","3","0","0","0","0","-1","","","-1","","","","697","200","2763","0","","","0","0","0","1","","1249","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","285","1386","1696","1216","1385","4488","Google Chrome","41.0.2272.89","10","39","","0","9","0","4857",
"03/13/2015","12:07:39","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1500pmsl_gp","5304","1846","","21322","12640","1","2","19","12","3","2","0","4","0","2589","","","","5847","","","","","0","","","2","0","5304","","","1","0","0","-1","100","-1","100","-1","-1","100","8166","4401","1","2","18","11","3","2","0","0","-1","","","-1","","","","1846","200","4563","0","","","0","0","0","1","","1843","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","2587","3302","4274","1892","2068","5289","Google Chrome","41.0.2272.89","10","39","","0","9","0","4857",
"03/13/2015","12:07:51","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1500pmsl_pp","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","","","125","","","","","0","","","2","0","0","","","1","-1","-1","-1","-1","-1","-1","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","0","0","0","0","","","0","0","0","1","","0","","","0","0","0","0","0","0","Google Chrome","41.0.2272.89","0","","","0","9","0","4857",
