"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"03/13/2015","08:03:19","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1230pmsl_pp","8671","50","","42501","3036325","4","6","55","47","3","3","0","2","0","3735","","","","11149","","","","","0","","","2","0","8671","","","1","73","94","-1","100","-1","100","-1","-1","100","24654","2034802","2","2","37","35","0","2","0","0","98","","","-1","","","","376","200","626021","0","","","143205","1919","0","1","","1832","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","2333","8457","9271","3221","3468","10636","Google Chrome","41.0.2272.89","1","41","Akamai","0","6","0","4998",
"03/13/2015","08:03:42","","http://www.sony.co.uk/?perf=13Mar1230pmsl_hp","2737","815","","24497","26701","7","5","21","13","4","2","0","2","0","1184","","","","3535","","","","","0","","","2","0","2737","","","1","5","0","-1","100","-1","100","-1","-1","100","10223","4300","2","2","7","4","1","2","0","0","-1","","","-1","","","","815","200","2931","0","","","0","0","0","1","","894","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","481","2133","2991","972","1116","4084","Google Chrome","41.0.2272.89","8","40","","0","6","0","4998",
"03/13/2015","08:03:56","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1230pmsl_cp","1477","731","","18545","10595","2","2","18","12","2","2","0","2","0","990","","","","4001","","","","","0","","","2","0","1477","","","1","0","0","-1","100","-1","100","-1","-1","100","2164","2388","1","1","3","3","0","0","0","0","-1","","","-1","","","","731","200","2763","0","","","0","0","0","1","","1249","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","287","1340","1711","1170","1339","4290","Google Chrome","41.0.2272.89","11","40","","0","6","0","4998",
"03/13/2015","08:04:10","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1230pmsl_gp","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","","","140","","","","","0","","","2","0","0","","","1","-1","-1","-1","-1","-1","-1","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","0","0","0","0","","","0","0","0","1","","0","","","0","0","0","0","0","0","Google Chrome","41.0.2272.89","0","","","0","6","0","4998",
"03/13/2015","08:04:20","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1230pmsl_pp","3760","959","","25255","29923","0","2","25","16","3","2","0","4","0","991","","","","6152","","","","","0","","","2","0","3760","","","1","0","50","-1","100","-1","100","-1","-1","100","6766","3100","0","0","7","4","1","2","0","0","-1","","","-1","","","","959","200","13092","0","","","0","0","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","288","3508","4123","1012","1392","4993","Google Chrome","41.0.2272.89","11","40","","0","6","0","4998",
"03/13/2015","08:11:18","","http://www.sony.co.uk/?perf=13Mar1230pmsl_hp","8514","966","","55627","2531220","29","46","97","86","8","1","0","2","0","3593","","","","11898","","","","","0","","","2","0","8514","","","1","70","88","-1","100","-1","98","-1","-1","100","26842","2415887","10","22","60","58","1","1","0","0","100","","","-1","","","","993","200","1447420","0","","","468053","0","0","1","","897","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","1290","8509","9088","3116","3371","11893","Google Chrome","41.0.2272.89","1","40","Akamai","0","7","0","3990",
"03/13/2015","08:11:37","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1230pmsl_cp","4308","91","","38493","870769","4","8","56","49","3","2","0","2","0","2988","","","","8236","","","","","0","","","2","0","4308","","","1","74","92","-1","97","-1","100","-1","-1","100","6944","177107","1","2","8","7","1","0","0","0","100","","","-1","","","","124","200","186032","4678","","","276635","0","0","1","","1235","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","286","4245","4630","4065","4244","8192","Google Chrome","41.0.2272.89","1","40","Akamai","0","7","0","3990",
"03/13/2015","08:11:52","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1230pmsl_gp","0","0","","2463","0","0","0","1","0","0","0","0","1","99999","0","","","","0","","","","","0","","","2","0","0","","","1","-1","-1","-1","-1","-1","-1","-1","-1","100","2463","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","0","-2","0","0","","","0","0","0","1","","1235","","","0","4245","4630","4065","4244","0","Google Chrome","41.0.2272.89","1","40","","0","7","0","3990",
"03/13/2015","08:12:02","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1230pmsl_pp","6706","65","","60346","2451963","7","18","69","58","4","3","0","6","0","2996","","","","10767","","","","","0","","","2","0","6706","","","1","66","91","-1","100","-1","96","-1","-1","100","38802","1574680","2","10","45","40","1","2","0","0","100","","","-1","","","","65","200","671968","0","","","105162","0","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","1693","6475","7116","2898","3108","7896","Google Chrome","41.0.2272.89","8","39","","0","7","0","3990",
"03/13/2015","08:12:19","","http://www.sony.co.uk/?perf=13Mar1230pmsl_hp","4827","2567","","23432","13057","3","4","21","13","4","2","0","2","0","2582","","","","5923","","","","","0","","","2","0","4827","","","1","5","0","-1","100","-1","100","-1","-1","100","9618","3641","2","2","6","4","0","2","0","0","-1","","","-1","","","","2567","200","2936","0","","","0","0","0","1","","894","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","2080","4833","5258","2627","2744","5783","Google Chrome","41.0.2272.89","8","39","","0","7","0","3990",
"03/13/2015","08:12:34","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1230pmsl_cp","1933","1305","","18551","10613","6","3","18","12","2","2","0","2","0","1569","","","","4328","","","","","0","","","2","0","1933","","","1","0","0","-1","100","-1","100","-1","-1","100","2162","2400","1","1","3","3","0","0","0","0","-1","","","-1","","","","1305","200","2759","0","","","0","0","0","1","","1249","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","265","1920","2286","1769","1920","4468","Google Chrome","41.0.2272.89","10","39","","0","7","0","3990",
"03/13/2015","08:12:47","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1230pmsl_gp","3719","754","","34944","1338679","1","1","43","24","3","2","0","15","0","788","","","","6415","","","","","0","","","2","0","3719","","","1","72","80","-1","100","-1","100","-1","-1","100","8489","5342","1","1","14","8","3","2","0","0","-1","","","-1","","","","754","200","4610","0","","","0","0","0","1","","1843","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","285","2447","3270","800","980","3988","Google Chrome","41.0.2272.89","10","39","","0","7","0","3990",
"03/13/2015","08:13:00","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1230pmsl_pp","2608","51","","23697","29668","0","3","23","16","3","2","0","2","0","2298","","","","6445","","","","","0","","","2","0","2608","","","1","0","50","-1","100","-1","100","-1","-1","100","6842","3284","0","1","3","2","0","1","0","0","-1","","","-1","","","","51","200","13109","0","","","0","0","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","2195","4398","5179","1888","2059","4898","Google Chrome","41.0.2272.89","10","39","","0","7","0","3990",
"03/13/2015","08:20:32","","http://www.sony.co.uk/?perf=13Mar1230pmsl_hp","7570","878","","55706","2639194","29","46","97","86","8","1","0","2","0","3493","","","","10916","","","","","0","","","2","0","7570","","","1","71","88","-1","100","-1","98","-1","-1","100","26848","2524293","10","23","60","58","1","1","0","0","98","","","-1","","","","909","200","1447222","0","","","576483","11329","0","1","","897","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","1090","7381","7827","2915","3167","10493","Google Chrome","41.0.2272.89","1","41","Akamai","0","8","0","3952",
"03/13/2015","08:20:56","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1230pmsl_cp","3915","1149","","38507","966863","4","8","56","49","3","2","0","2","0","90","","","","7624","","","","","0","","","2","0","3915","","","1","74","92","-1","97","-1","100","-1","-1","100","6949","177134","1","2","8","7","1","0","0","0","97","","","-1","","","","1182","200","186055","4678","","","372703","10333","0","1","","1235","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","1387","3854","4234","3611","3854","7390","Google Chrome","41.0.2272.89","1","41","Akamai","0","8","0","3952",
"03/13/2015","08:21:12","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1230pmsl_gp","4878","89","","47600","2211887","0","5","50","43","3","2","0","2","0","1890","","","","8430","","","","","0","","","2","0","4878","","","1","74","93","-1","100","-1","100","-1","-1","100","22732","867559","0","3","21","19","0","2","0","0","96","","","-1","","","","135","200","192572","0","","","36620","1367","0","1","","1829","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","287","4822","5454","1532","1777","4190","Google Chrome","41.0.2272.89","1","41","Akamai","0","8","0","3952",
"03/13/2015","08:21:29","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1230pmsl_pp","7402","119","","46350","2183851","8","14","56","46","3","3","0","5","0","2587","","","","11406","","","","","0","","","2","0","7402","","","1","67","93","-1","100","-1","100","-1","-1","100","22058","1312762","2","5","31","28","0","2","0","0","98","","","-1","","","","167","200","670521","0","","","143205","1919","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","1184","7237","7966","3021","3212","8287","Google Chrome","41.0.2272.89","1","41","Akamai","0","8","0","3952",
"03/13/2015","08:21:49","","http://www.sony.co.uk/?perf=13Mar1230pmsl_hp","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","","","","262","","","","","0","","","2","0","0","","","1","-1","-1","-1","-1","-1","-1","-1","-1","100","0","0","0","0","0","0","0","0","0","0","-1","","","-1","","","","0","0","0","0","","","0","0","0","1","","0","","","0","0","0","0","0","0","Google Chrome","41.0.2272.89","0","","","0","8","0","3952",
"03/13/2015","08:21:58","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1230pmsl_cp","1551","695","","18558","10618","3","2","18","12","2","2","0","2","0","788","","","","3455","","","","","0","","","2","0","1551","","","1","0","0","-1","100","-1","100","-1","-1","100","3814","2407","2","1","4","4","0","0","0","0","-1","","","-1","","","","695","200","2763","0","","","0","0","0","1","","1249","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","285","1270","1579","1134","1269","3689","Google Chrome","41.0.2272.89","11","39","","0","8","0","3952",
"03/13/2015","08:22:09","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1230pmsl_gp","4689","762","","21059","11348","0","2","18","11","3","2","0","4","0","841","","","","4717","","","","","0","","","2","0","4689","","","1","0","0","-1","100","-1","100","-1","-1","100","10846","6325","0","2","18","11","3","2","0","0","-1","","","-1","","","","762","200","3436","0","","","0","0","0","1","","1843","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","138","5032","5938","2862","3054","4442","Google Chrome","41.0.2272.89","11","39","","0","8","0","3952",
"03/13/2015","08:22:24","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1230pmsl_pp","4895","2095","","25398","29968","0","4","23","16","3","2","0","2","0","2161","","","","7323","","","","","0","","","2","0","4895","","","1","0","50","-1","100","-1","100","-1","-1","100","7983","3962","0","2","7","4","1","2","0","0","-1","","","-1","","","","2095","200","13080","0","","","0","0","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","258","6116","6963","3577","3760","5664","Google Chrome","41.0.2272.89","11","39","","0","8","0","3952",
"03/13/2015","08:29:27","","http://www.sony.co.uk/?perf=13Mar1230pmsl_hp","10153","554","","54657","2530374","29","44","96","85","8","1","0","2","0","4393","","","","13156","","","","","0","","","2","0","10153","","","1","70","88","-1","100","-1","98","-1","-1","100","27557","2441997","10","22","61","59","1","1","0","0","100","","","-1","","","","581","200","1446832","0","","","468053","0","0","1","","896","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","890","10009","10404","3714","4016","13193","Google Chrome","41.0.2272.89","1","41","Akamai","0","9","0","3853",
"03/13/2015","08:29:47","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1230pmsl_cp","2604","91","","40597","871655","4","8","56","49","3","2","0","2","0","1188","","","","6178","","","","","0","","","2","0","2604","","","1","74","92","-1","97","-1","100","-1","-1","100","9035","177962","1","2","8","7","1","0","0","0","100","","","-1","","","","126","200","186030","4678","","","276635","0","0","1","","1235","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","285","2541","2914","2363","2540","5888","Google Chrome","41.0.2272.89","1","40","Akamai","0","9","0","3853",
"03/13/2015","08:30:01","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1230pmsl_gp","6081","1787","","47592","2203761","0","6","50","43","3","2","0","2","0","3593","","","","10919","","","","","0","","","2","0","6081","","","1","72","93","-1","100","-1","100","-1","-1","100","21698","678361","0","3","19","17","0","2","0","0","100","","","-1","","","","1887","200","192570","0","","","28485","0","0","1","","1829","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","1990","5987","6685","3388","3658","6593","Google Chrome","41.0.2272.89","1","40","Akamai","0","9","0","3853",
"03/13/2015","08:30:20","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1230pmsl_pp","5317","88","","44315","2145297","8","14","56","46","3","3","0","5","0","1588","","","","9603","","","","","0","","","2","0","5317","","","1","67","93","-1","100","-1","100","-1","-1","100","22072","1539252","2","4","31","28","0","2","0","0","100","","","-1","","","","136","200","670551","0","","","105162","0","0","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","484","5018","5836","1379","1622","6087","Google Chrome","41.0.2272.89","1","40","Akamai","0","9","0","3853",
"03/13/2015","08:30:37","","http://www.sony.co.uk/?perf=13Mar1230pmsl_hp","3086","669","","24521","26743","5","4","21","13","4","2","0","2","0","685","","","","4706","","","","","0","","","2","0","3086","","","1","5","0","-1","100","-1","100","-1","-1","100","9622","3658","2","1","6","4","0","2","0","0","-1","","","-1","","","","669","200","2951","0","","","0","0","0","1","","894","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","283","3004","3676","716","1103","4085","Google Chrome","41.0.2272.89","8","40","","0","9","0","3853",
"03/13/2015","08:30:49","","http://www.sony.co.uk/electronics/cameras?perf=13Mar1230pmsl_cp","1949","1108","","18575","10632","5","2","18","12","2","2","0","2","0","1388","","","","3710","","","","","0","","","2","0","1949","","","1","0","0","-1","100","-1","100","-1","-1","100","2170","2405","2","1","3","3","0","0","0","0","-1","","","-1","","","","1108","200","2781","0","","","0","0","0","1","","1249","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","285","1688","2056","1553","1687","4188","Google Chrome","41.0.2272.89","10","40","","0","9","0","3853",
"03/13/2015","08:31:00","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability&perf=13Mar1230pmsl_gp","3698","444","","32664","63195","3","5","27","19","4","2","0","4","0","593","","","","5418","","","","","0","","","2","0","3698","","","1","14","57","-1","100","-1","100","-1","-1","100","1833","16126","0","2","20","13","3","2","0","0","-1","","","-1","","","","544","200","19010","0","","","0","0","0","1","","1867","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","90","2509","3116","2323","2508","5694","Google Chrome","41.0.2272.89","1","42","Akamai","0","9","0","3853",
"03/13/2015","08:31:15","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=13Mar1230pmsl_pp","3293","899","","26667","31040","0","2","24","16","4","2","0","2","0","1255","","","","5646","","","","","0","","","2","0","3293","","","1","0","50","-1","100","-1","100","-1","-1","100","9782","4745","0","0","6","3","1","2","0","0","-1","","","-1","","","","899","200","13132","0","","","0","0","1","1","","1834","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","252","3258","3903","1078","1271","5455","Google Chrome","41.0.2272.89","10","40","","0","9","0","3853",
