"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"03/04/2015","00:01:45","","http://www.sony.co.uk/?perf=4Mar1030apb","5709","492","","51919","2612549","27","44","94","85","6","1","0","2","0","2892","","","","7022","","","","","0","","","2","0","5709","","","1","71","88","-1","100","-1","98","-1","-1","100","26384","2503642","10","23","60","58","1","1","0","0","98","","","-1","","","","507","200","1435606","0","","","566575","11306","0","1","","880","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","690","5671","5943","2212","2456","6791","Google Chrome","40.0.2214.93","1","28","Akamai","0","1","0","4205",
"03/04/2015","00:02:01","","http://www.sony.co.uk/?perf=4Mar1030apb","1999","505","","20352","51409","11","14","20","13","3","2","0","2","0","1591","","","","2949","","","","","1","","","2","0","1999","","","1","0","0","-1","100","-1","100","-1","-1","100","4697","9345","3","5","5","3","0","2","0","0","-1","","","-1","","","","506","200","2901","0","","","0","0","0","1","","865","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","289","1976","2254","634","999","2691","Google Chrome","40.0.2214.93","8","33","","0","1","1","2361",
