"Date","Time","Event Name","URL","Load Time (ms)","Time to First Byte (ms)","unused","Bytes Out","Bytes In","DNS Lookups","Connections","Requests","OK Responses","Redirects","Not Modified","Not Found","Other Responses","Error Code","Time to Start Render (ms)","Segments Transmitted","Segments Retransmitted","Packet Loss (out)","Activity Time(ms)","Descriptor","Lab ID","Dialer ID","Connection Type","Cached","Event URL","Pagetest Build","Measurement Type","Experimental","Doc Complete Time (ms)","Event GUID","Time to DOM Element (ms)","Includes Object Data","Cache Score","Static CDN Score","One CDN Score","GZIP Score","Cookie Score","Keep-Alive Score","DOCTYPE Score","Minify Score","Combine Score","Bytes Out (Doc)","Bytes In (Doc)","DNS Lookups (Doc)","Connections (Doc)","Requests (Doc)","OK Responses (Doc)","Redirects (Doc)","Not Modified (Doc)","Not Found (Doc)","Other Responses (Doc)","Compression Score","Host","IP Address","ETag Score","Flagged Requests","Flagged Connections","Max Simultaneous Flagged Connections","Time to Base Page Complete (ms)","Base Page Result","Gzip Total Bytes","Gzip Savings","Minify Total Bytes","Minify Savings","Image Total Bytes","Image Savings","Base Page Redirects","Optimization Checked","AFT (ms)","DOM Elements","PageSpeed Version","Page Title","Time to Title","Load Event Start","Load Event End","DOM Content Ready Start","DOM Content Ready End","Visually Complete (ms)","Browser Name","Browser Version","Base Page Server Count","Base Page Server RTT","Base Page CDN","Adult Site","Run","Cached","Speed Index"
"04/02/2015","05:10:14","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=1427948796","7866","97","","43333","2128063","8","13","55","47","3","3","0","2","0","2189","","","","12126","","","","","0","","","2","0","7866","","","1","69","93","-1","100","-1","100","-1","-1","100","20949","1708353","2","4","30","28","0","2","0","0","100","","","-1","","","","132","200","652638","0","","","105162","0","0","1","","1835","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","583","7758","8777","2081","2429","0","Google Chrome","41.0.2272.101","2","29","Akamai","0","6","0","1875",
"04/02/2015","05:10:34","","http://www.sony.co.uk/?perf=1427948796","3407","1153","","20611","45090","7","4","20","13","3","2","0","2","0","1473","","","","4542","","","","","0","","","2","0","3407","","","1","25","66","-1","100","-1","100","-1","-1","100","11081","39223","2","2","9","6","1","2","0","0","-1","","","-1","","","","1153","200","2483","0","","","0","0","0","1","","915","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","470","3142","3770","1233","1468","0","Google Chrome","41.0.2272.101","8","31","","0","6","0","1875",
"04/02/2015","05:10:47","","http://www.sony.co.uk/electronics/cameras?perf=1427948796","1894","1158","","19400","10993","3","2","19","13","2","2","0","2","0","1286","","","","5616","","","","","0","","","2","0","1894","","","1","0","0","-1","100","-1","100","-1","-1","100","2135","2386","2","1","3","3","0","0","0","0","-1","","","-1","","","","1171","200","2765","0","","","0","0","0","1","","1251","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","476","1838","2385","1541","1838","0","Google Chrome","41.0.2272.101","8","31","","0","6","0","1875",
"04/02/2015","05:11:01","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability%26perf=1427948796","5003","1283","","20955","11386","0","3","19","12","3","2","0","2","0","1683","","","","7227","","","","","0","","","2","0","5003","","","1","0","0","-1","100","-1","100","-1","-1","100","6888","2951","0","0","5","3","0","2","0","0","-1","","","-1","","","","1283","200","3414","0","","","0","0","0","1","","1838","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","281","4921","6417","1367","1741","0","Google Chrome","41.0.2272.101","8","31","","0","6","0","1875",
"04/02/2015","05:11:15","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=1427948796","6171","1491","","24949","44832","1","3","25","18","3","2","0","2","0","1578","","","","10063","","","","","0","","","2","0","6171","","","1","0","66","-1","100","-1","100","-1","-1","100","7313","17912","0","1","8","5","1","2","0","0","-1","","","-1","","","","1532","200","27704","0","","","0","0","0","1","","1835","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","276","5918","7057","1659","1968","0","Google Chrome","41.0.2272.101","1","49","Akamai","0","6","0","1875",
"04/02/2015","05:17:49","","http://www.sony.co.uk/?perf=1427948796","9516","423","","50023","2610494","23","41","91","80","6","1","0","5","0","3504","","","","11987","","","","","0","","","2","0","9516","","","1","71","87","-1","100","-1","98","-1","-1","100","25411","2514514","8","22","57","54","1","1","0","0","100","","","-1","","","","460","200","1453379","0","","","557719","0","0","1","","918","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","694","9374","10143","2696","3138","0","Google Chrome","41.0.2272.101","1","29","Akamai","0","7","0","1811",
"04/02/2015","05:18:09","","http://www.sony.co.uk/electronics/cameras?perf=1427948796","6416","825","","41459","877334","4","9","59","49","4","2","0","5","0","2580","","","","9131","","","","","0","","","2","0","6416","","","1","75","92","-1","96","-1","100","-1","-1","100","24756","686663","1","2","37","33","1","2","0","0","100","","","-1","","","","860","200","187237","5640","","","276635","0","0","1","","1237","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","1278","6260","7278","2653","2963","0","Google Chrome","41.0.2272.101","1","29","Akamai","0","7","0","1811",
"04/02/2015","05:18:27","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability%26perf=1427948796","6542","1066","","43655","2019621","0","4","49","42","3","2","0","2","0","2655","","","","10172","","","","","0","","","2","0","6542","","","1","72","93","-1","100","-1","100","-1","-1","100","22316","675778","0","2","20","17","1","2","0","0","100","","","-1","","","","1114","200","189987","0","","","28485","0","0","1","","1824","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","1355","6394","7706","2553","2914","0","Google Chrome","41.0.2272.101","1","29","Akamai","0","7","0","1811",
"04/02/2015","05:18:45","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=1427948796","8667","79","","43290","2128133","7","14","55","47","3","3","0","2","0","2872","","","","12627","","","","","0","","","2","0","8667","","","1","69","93","-1","100","-1","100","-1","-1","100","22015","1718302","3","5","32","29","1","2","0","0","100","","","-1","","","","117","200","652682","0","","","105162","0","0","1","","1835","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","569","8151","9214","2798","3158","0","Google Chrome","41.0.2272.101","2","27","Akamai","0","7","0","1811",
"04/02/2015","05:19:05","","http://www.sony.co.uk/?perf=1427948796","2893","1131","","20567","45082","7","3","20","13","3","2","0","2","0","1469","","","","4433","","","","","0","","","2","0","2893","","","1","25","66","-1","100","-1","100","-1","-1","100","9589","3618","2","1","6","4","0","2","0","0","-1","","","-1","","","","1131","200","2471","0","","","0","0","0","1","","915","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","563","2838","3549","1248","1460","0","Google Chrome","41.0.2272.101","8","29","","0","7","0","1811",
"04/02/2015","05:19:18","","http://www.sony.co.uk/electronics/cameras?perf=1427948796","1772","1125","","19393","10959","4","3","19","13","2","2","0","2","0","1287","","","","4889","","","","","0","","","2","0","1772","","","1","0","0","-1","100","-1","100","-1","-1","100","2139","2387","2","1","3","3","0","0","0","0","-1","","","-1","","","","1125","200","2763","0","","","0","0","0","1","","1251","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","578","1637","2148","1380","1636","0","Google Chrome","41.0.2272.101","10","29","","0","7","0","1811",
"04/02/2015","05:19:30","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability%26perf=1427948796","4852","1177","","22584","11797","0","2","21","12","3","2","0","5","0","1476","","","","7010","","","","","0","","","2","0","4852","","","1","0","0","-1","100","-1","100","-1","-1","100","8572","3166","0","0","7","3","1","2","0","0","-1","","","-1","","","","1177","200","3436","0","","","0","0","0","1","","1838","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","472","4722","6241","1352","1720","0","Google Chrome","41.0.2272.101","10","29","","0","7","0","1811",
"04/02/2015","05:19:46","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=1427948796","5485","1155","","24456","30169","0","3","24","17","3","2","0","2","0","1454","","","","8909","","","","","0","","","2","0","5485","","","1","0","50","-1","100","-1","100","-1","-1","100","7943","3956","0","1","7","4","1","2","0","0","-1","","","-1","","","","1155","200","13077","0","","","0","0","0","1","","1835","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","0","5641","6880","1774","2098","0","Google Chrome","41.0.2272.101","10","29","","0","7","0","1811",
"04/02/2015","05:26:18","","http://www.sony.co.uk/?perf=1427948796","9292","823","","49152","2609569","23","41","90","79","6","1","0","5","0","4706","","","","11346","","","","","0","","","2","0","9292","","","1","71","87","-1","100","-1","98","-1","-1","100","27853","2546810","12","26","62","58","2","1","0","0","100","","","-1","","","","850","200","1452512","0","","","557719","0","0","1","","917","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","1094","8926","9609","3182","3598","0","Google Chrome","41.0.2272.101","1","40","Akamai","0","8","0","1860",
"04/02/2015","05:26:38","","http://www.sony.co.uk/electronics/cameras?perf=1427948796","9214","850","","40730","891615","4","9","59","51","4","2","0","2","0","2580","","","","13953","","","","","0","","","2","0","9214","","","1","72","92","-1","97","-1","100","-1","-1","100","7402","191447","1","1","9","8","1","0","0","0","100","","","-1","","","","1010","200","201854","5640","","","276635","0","0","1","","1237","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","1075","9126","9804","8808","9125","0","Google Chrome","41.0.2272.101","1","40","Akamai","0","8","0","1860",
"04/02/2015","05:27:01","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability%26perf=1427948796","7120","1556","","47132","2025285","1","7","52","43","3","2","0","4","99999","3289","","","","10987","","","","","0","","","2","0","7120","","","1","74","93","-1","100","-1","100","-1","-1","100","21925","681186","1","4","20","18","0","2","0","0","100","","","-1","","","","1618","200","195417","0","","","28485","0","0","1","","1826","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","2083","7029","8379","3070","3415","0","Google Chrome","41.0.2272.101","1","40","Akamai","0","8","0","1860",
"04/02/2015","05:27:21","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=1427948796","9907","2249","","43309","2128136","14","14","55","47","3","3","0","2","0","3980","","","","14031","","","","","0","","","2","0","9907","","","1","69","93","-1","100","-1","100","-1","-1","100","21115","1708418","5","4","30","28","0","2","0","0","100","","","-1","","","","2385","200","652683","0","","","105162","0","0","1","","1835","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","2481","9870","10762","3844","4206","0","Google Chrome","41.0.2272.101","2","40","Akamai","0","8","0","1860",
"04/02/2015","05:27:44","","http://www.sony.co.uk/?perf=1427948796","1509","1140","","23251","60280","1","3","22","15","3","2","0","2","0","1188","","","","4637","","","","","0","","","2","0","1509","","","1","22","75","-1","100","-1","100","-1","-1","100","2088","16470","0","1","3","3","0","0","0","0","-1","","","-1","","","","1170","200","17081","0","","","0","0","0","1","","915","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","279","1490","1993","1294","1490","0","Google Chrome","41.0.2272.101","1","49","Akamai","0","8","0","1860",
"04/02/2015","05:27:56","","http://www.sony.co.uk/electronics/cameras?perf=1427948796","3959","1151","","19558","10971","5","3","19","13","2","2","0","2","0","1384","","","","7406","","","","","0","","","2","0","3959","","","1","0","0","-1","100","-1","100","-1","-1","100","2105","2365","2","1","3","3","0","0","0","0","-1","","","-1","","","","1151","200","2740","0","","","0","0","0","1","","1251","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","281","3916","4436","3466","3916","0","Google Chrome","41.0.2272.101","11","31","","0","8","0","1860",
"04/02/2015","05:28:11","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability%26perf=1427948796","4843","2263","","27735","11964","1","5","21","13","3","2","0","3","0","2463","","","","7408","","","","","0","","","2","0","4843","","","1","0","0","-1","100","-1","100","-1","-1","100","7037","2969","0","1","5","3","0","2","0","0","-1","","","-1","","","","2263","200","3431","0","","","0","0","0","1","","1840","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","1355","4678","6300","2452","2792","0","Google Chrome","41.0.2272.101","11","31","","0","8","0","1860",
"04/02/2015","05:28:26","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=1427948796","5448","1385","","27839","40961","2","5","25","17","3","2","0","3","99999","1488","","","","9774","","","","","0","","","2","0","5448","","","1","0","50","-1","100","-1","100","-1","-1","100","6400","3136","0","0","5","3","0","2","0","0","-1","","","-1","","","","1385","200","13094","0","","","0","0","0","1","","1835","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","577","5292","6814","1571","1887","0","Google Chrome","41.0.2272.101","11","31","","0","8","0","1860",
"04/02/2015","05:34:47","","http://www.sony.co.uk/?perf=1427948796","9000","730","","49126","2609992","24","40","89","80","6","1","0","2","0","5064","","","","11441","","","","","0","","","2","0","9000","","","1","71","87","-1","100","-1","98","-1","-1","100","24860","2514225","9","22","56","54","1","1","0","0","100","","","-1","","","","763","200","1453273","0","","","557719","0","0","1","","918","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","1085","8767","9690","3064","3707","0","Google Chrome","41.0.2272.101","1","29","Akamai","0","9","0","2532",
"04/02/2015","05:35:08","","http://www.sony.co.uk/electronics/cameras?perf=1427948796","3064","492","","40351","877397","3","10","58","50","4","2","0","2","0","2092","","","","7906","","","","","0","","","2","0","3064","","","1","75","92","-1","96","-1","100","-1","-1","100","6949","177192","1","2","8","7","1","0","0","0","100","","","-1","","","","529","200","187285","5640","","","276635","0","0","1","","1237","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","980","2985","3676","2567","2985","0","Google Chrome","41.0.2272.101","1","28","Akamai","0","9","0","2532",
"04/02/2015","05:35:25","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability%26perf=1427948796","6274","861","","43767","2019604","0","6","49","42","3","2","0","2","0","2487","","","","10153","","","","","0","","","2","0","6274","","","1","72","93","-1","100","-1","100","-1","-1","100","21746","675778","0","4","19","17","0","2","0","0","100","","","-1","","","","918","200","190008","0","","","28485","0","0","1","","1824","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","1185","6117","7519","2246","2671","0","Google Chrome","41.0.2272.101","1","28","Akamai","0","9","0","2532",
"04/02/2015","05:35:43","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=1427948796","8417","1033","","43127","2128049","8","14","55","47","3","3","0","2","0","2769","","","","12752","","","","","0","","","2","0","8417","","","1","69","93","-1","100","-1","100","-1","-1","100","22067","1709029","3","5","32","29","1","2","0","0","100","","","-1","","","","1080","200","652599","0","","","105162","0","0","1","","1835","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","1367","8144","9148","2807","3123","0","Google Chrome","41.0.2272.101","1","28","Akamai","0","9","0","2532",
"04/02/2015","05:36:04","","http://www.sony.co.uk/?perf=1427948796","3116","1123","","20618","45123","8","4","20","13","3","2","0","2","0","1381","","","","4571","","","","","0","","","2","0","3116","","","1","25","66","-1","100","-1","100","-1","-1","100","11087","39248","2","2","9","6","1","2","0","0","-1","","","-1","","","","1123","200","2495","0","","","0","0","0","1","","915","","Sony UK | Latest Technology & News | Electronics | Entertainment | Sony UK","277","2740","3559","1196","1447","0","Google Chrome","41.0.2272.101","8","29","","0","9","0","2532",
"04/02/2015","05:36:17","","http://www.sony.co.uk/electronics/cameras?perf=1427948796","2301","1135","","20042","10971","2","2","19","13","2","2","0","2","0","1380","","","","5296","","","","","0","","","2","0","2301","","","1","0","0","-1","100","-1","100","-1","-1","100","8124","3657","2","1","6","4","0","2","0","0","-1","","","-1","","","","1135","200","2740","0","","","0","0","0","1","","1251","","Cameras | Buy Best Photography Cameras & Lenses | Sony UK","585","2071","2766","1405","1637","0","Google Chrome","41.0.2272.101","8","29","","0","9","0","2532",
"04/02/2015","05:36:31","","http://www.sony.co.uk/electronics/compact-cameras/t/cyber-shot-digital-cameras?bestfor=expert-capability%26perf=1427948796","3974","1322","","20956","11408","0","2","19","12","3","2","0","2","0","1667","","","","6410","","","","","0","","","2","0","3974","","","1","0","0","-1","100","-1","100","-1","-1","100","7575","2974","0","0","6","3","1","2","0","0","-1","","","-1","","","","1322","200","3436","0","","","0","0","0","1","","1838","","Digital Cameras | Small & Compact Digital Cameras | Sony UK","464","3844","5301","1569","1917","0","Google Chrome","41.0.2272.101","8","29","","0","9","0","2532",
"04/02/2015","05:36:46","","http://www.sony.co.uk/electronics/cyber-shot-compact-cameras/dsc-rx100m2?perf=1427948796","7487","1712","","27143","40945","1","4","24","17","3","2","0","2","0","2180","","","","11531","","","","","0","","","2","0","7487","","","1","0","50","-1","100","-1","100","-1","-1","100","7352","13009","0","0","7","4","1","2","0","0","-1","","","-1","","","","1712","200","13098","0","","","0","0","0","1","","1835","","Wireless Camera with High ISO Sensitivity | DSC-RX100 II | Sony UK","81","7151","8571","1922","2646","0","Google Chrome","41.0.2272.101","8","29","","0","9","0","2532",
